Id,Category
11386,Business
11387,Politics
11395,Film
11397,Politics
11403,Business
11405,Business
11419,Football
11439,Football
11447,Business
11448,Football
11451,Business
11458,Politics
11464,Technology
11467,Business
11470,Football
11483,Business
11489,Film
11490,Business
11494,Politics
11502,Business
11506,Business
11509,Football
11510,Business
11513,Football
11515,Football
11520,Football
11526,Football
11530,Football
11532,Football
11535,Football
11554,Football
11560,Football
11565,Football
11569,Football
11571,Football
11575,Football
11577,Football
11582,Football
11585,Football
11587,Football
11589,Football
11594,Film
11595,Football
11602,Football
11607,Football
11610,Football
11613,Football
11619,Football
11624,Football
11631,Football
11634,Football
11643,Football
11646,Football
11649,Football
11650,Football
11653,Football
11658,Football
11665,Football
11670,Football
11674,Football
11678,Football
11683,Football
11695,Football
11702,Football
11708,Football
11710,Football
11715,Football
11723,Football
11727,Football
11740,Football
11756,Football
11758,Football
11759,Football
11761,Football
11765,Football
11769,Business
11771,Football
11779,Football
11785,Football
11795,Football
11796,Football
11802,Football
11804,Football
11814,Film
11821,Football
11824,Football
11833,Football
11835,Football
11845,Football
11852,Politics
11859,Film
11867,Film
11869,Football
11876,Football
11878,Film
11890,Football
11892,Football
11900,Football
11904,Football
11908,Football
11910,Football
11918,Football
11923,Football
11930,Football
11933,Politics
11934,Football
11938,Football
11940,Football
11941,Football
11943,Film
11944,Football
11946,Football
11959,Football
11980,Football
11986,Football
11989,Football
11998,Football
12002,Football
12003,Football
12005,Football
12017,Football
12030,Football
12035,Football
12036,Football
12038,Football
12041,Football
12042,Technology
12043,Football
12048,Film
12060,Film
12073,Business
12078,Business
12082,Technology
12083,Football
12084,Football
12085,Football
12100,Business
12104,Business
12118,Business
12122,Technology
12127,Film
12134,Football
12135,Football
12138,Business
12140,Business
12157,Technology
12164,Football
12166,Business
12167,Football
12172,Football
12190,Film
12197,Football
12202,Football
12204,Football
12206,Business
12207,Technology
12212,Football
12213,Football
12215,Film
12218,Technology
12223,Technology
12226,Football
12228,Football
12229,Film
12240,Technology
12241,Football
12256,Football
12266,Football
12270,Football
12277,Football
12279,Football
12283,Film
12284,Politics
12286,Technology
12295,Business
12307,Business
12320,Football
12321,Football
12322,Film
12326,Football
12327,Football
12329,Football
12331,Film
12337,Football
12338,Football
12342,Business
12343,Football
12350,Politics
12374,Football
12376,Football
12378,Football
12384,Football
12387,Football
12388,Film
12389,Football
12393,Football
12399,Football
12409,Football
12417,Football
12420,Film
12427,Football
12439,Football
12440,Football
12448,Football
12458,Football
12466,Football
12470,Football
12476,Football
12491,Football
12495,Football
12502,Football
12507,Football
12510,Football
12519,Football
12521,Football
12525,Football
12526,Football
12530,Football
12534,Football
12535,Football
12537,Business
12538,Football
12539,Football
12543,Football
12545,Football
12549,Football
12550,Football
12556,Business
12562,Football
12568,Business
12573,Football
12574,Football
12581,Business
12583,Business
12585,Business
12586,Football
12587,Football
12588,Business
12589,Football
12591,Football
12597,Business
12599,Business
12600,Film
12602,Football
12603,Football
12625,Politics
12630,Film
12665,Business
12666,Business
12674,Football
12688,Politics
12697,Business
12698,Business
12705,Politics
12715,Business
12718,Business
12724,Film
12734,Football
12736,Business
12740,Football
12743,Business
12753,Film
12758,Football
12764,Football
12776,Business
12777,Business
12779,Football
12785,Football
12787,Film
12791,Football
12793,Football
12796,Business
12800,Football
12810,Business
12814,Business
12817,Business
12818,Business
12820,Film
12824,Film
12829,Business
12835,Business
12851,Business
12855,Football
12856,Business
12857,Football
12865,Film
12884,Business
12885,Football
12893,Football
12897,Politics
12904,Technology
12909,Business
12913,Football
12916,Football
12920,Football
12922,Business
12934,Business
12940,Football
12947,Technology
12950,Technology
12952,Football
12960,Football
12962,Business
12974,Technology
12976,Business
12979,Football
13009,Politics
13011,Business
13020,Business
13028,Business
13039,Film
13041,Business
13042,Business
13044,Technology
13045,Football
13048,Football
13052,Business
13055,Football
13056,Politics
13057,Football
13058,Business
13077,Business
13086,Football
13091,Technology
13095,Technology
13096,Business
13109,Business
13111,Business
13112,Technology
13120,Business
13122,Business
13132,Politics
13133,Technology
13135,Business
13139,Technology
13142,Business
13144,Business
13148,Football
13157,Business
13158,Politics
13162,Football
13164,Football
13166,Technology
13171,Football
13173,Technology
13174,Politics
13186,Football
13187,Film
13188,Football
13190,Business
13191,Business
13204,Film
13207,Film
13210,Film
13218,Business
13225,Football
13231,Football
13236,Football
13247,Football
13250,Football
13254,Film
13256,Politics
13257,Football
13262,Film
13263,Business
13268,Film
13272,Football
13273,Football
13283,Business
13284,Football
13297,Football
13299,Football
13304,Football
13307,Business
13309,Football
13313,Football
13316,Football
13317,Football
13339,Football
13349,Football
13352,Football
13357,Film
13358,Football
13364,Football
13371,Football
13381,Football
13394,Football
13399,Business
13401,Football
13402,Business
13404,Football
13407,Film
13427,Football
13430,Film
13445,Technology
13453,Football
13455,Football
13463,Football
13480,Politics
13485,Football
13487,Football
13494,Business
13500,Business
13505,Football
13508,Football
13509,Football
13522,Football
13526,Football
13527,Film
13538,Business
13542,Football
13543,Football
13551,Football
13567,Football
13569,Football
13574,Football
13575,Football
13578,Football
13583,Business
13588,Football
13590,Football
13609,Football
13610,Film
13613,Football
13616,Football
13621,Football
13622,Football
13623,Football
13625,Film
13627,Film
13631,Politics
13633,Football
13634,Football
13643,Film
13647,Business
13648,Film
13657,Football
13661,Football
13668,Film
13675,Technology
13678,Football
13679,Football
13684,Football
13687,Business
13691,Business
13697,Technology
13701,Football
13709,Football
13711,Football
13715,Football
13717,Football
13721,Business
13729,Football
13733,Football
13738,Football
13753,Football
13760,Football
13768,Football
13769,Football
13770,Football
13774,Football
13775,Film
13776,Film
13777,Football
13782,Football
13785,Football
13801,Football
13803,Football
13807,Football
13809,Business
13823,Film
13826,Football
13827,Technology
13836,Business
13847,Business
13849,Football
13851,Football
13852,Business
13857,Football
13871,Politics
13875,Politics
13877,Business
13879,Politics
13890,Business
13897,Football
13905,Business
13918,Business
13925,Business
13938,Film
13942,Football
13946,Football
13954,Film
13957,Business
13958,Business
13961,Business
13970,Football
13975,Football
13977,Business
13978,Football
13985,Business
13997,Football
13998,Football
14004,Politics
14010,Football
14015,Football
14016,Politics
14020,Football
14022,Football
14025,Football
14028,Football
14030,Football
14038,Football
14045,Business
14054,Business
14056,Football
14059,Business
14066,Politics
14068,Football
14071,Business
14076,Business
14077,Football
14082,Politics
14095,Film
14105,Film
14108,Politics
14113,Football
14116,Business
14130,Politics
14131,Business
14141,Film
14145,Business
14148,Football
14152,Business
14153,Film
14163,Football
14164,Business
14179,Business
14182,Football
14184,Politics
14196,Business
14199,Business
14200,Film
14209,Film
14211,Film
14212,Film
14217,Business
14222,Business
14223,Business
14228,Business
14241,Politics
14243,Business
14246,Business
14253,Business
14260,Business
14261,Politics
14268,Politics
14270,Business
14271,Politics
14279,Business
14280,Politics
14282,Politics
14288,Politics
14289,Politics
14290,Film
14300,Business
14304,Technology
14309,Business
14313,Football
14322,Business
14323,Politics
14324,Business
14327,Business
14328,Technology
14334,Business
14338,Business
14339,Business
14345,Football
14350,Politics
14352,Politics
14354,Film
14358,Politics
14362,Politics
14366,Football
14370,Football
14373,Football
14380,Business
14386,Business
14387,Business
14388,Business
14391,Business
14395,Film
14398,Football
14411,Football
14419,Film
14422,Football
14424,Film
14425,Football
14430,Football
14431,Football
14432,Football
14434,Football
14435,Business
14446,Football
14448,Football
14450,Football
14453,Politics
14454,Football
14459,Football
14460,Film
14464,Film
14477,Technology
14481,Business
14483,Technology
14485,Politics
14487,Business
14488,Technology
14489,Politics
14490,Politics
14494,Film
14495,Business
14496,Football
14504,Football
14506,Business
14508,Business
14514,Technology
14516,Business
14517,Business
14525,Business
14529,Football
14550,Business
14551,Business
14557,Technology
14572,Politics
14579,Football
14581,Politics
14582,Football
14588,Football
14592,Politics
14594,Business
14595,Politics
14597,Business
14602,Business
14604,Film
14609,Politics
14616,Politics
14618,Business
14621,Business
14622,Football
14624,Business
14627,Football
14629,Business
14631,Football
14632,Business
14633,Politics
14643,Business
14645,Business
14649,Business
14652,Football
14653,Football
14659,Business
14660,Business
14676,Business
14677,Politics
14679,Film
14683,Business
14684,Politics
14685,Politics
14689,Business
14690,Politics
14694,Football
14695,Technology
14703,Business
14706,Business
14709,Business
14712,Business
14713,Football
14718,Film
14720,Film
14722,Business
14730,Football
14737,Business
14740,Film
14742,Film
14743,Politics
14746,Football
14748,Politics
14750,Film
14755,Film
14756,Football
14762,Business
14763,Film
14765,Film
14766,Film
14773,Technology
14774,Film
14775,Business
14780,Politics
14787,Business
14795,Politics
14796,Technology
14799,Film
14801,Politics
14803,Technology
14807,Politics
14813,Business
14821,Football
14828,Football
14837,Football
14838,Football
14840,Football
14841,Football
14850,Business
14855,Football
14856,Business
14859,Politics
14863,Business
14865,Business
14868,Politics
14879,Politics
14885,Business
14889,Business
14891,Politics
14892,Football
14899,Business
14900,Technology
14916,Business
14934,Football
14939,Football
14940,Football
14941,Football
14953,Football
14965,Football
14968,Football
14979,Football
14987,Football
14992,Business
15000,Football
15003,Football
15013,Football
15018,Football
15026,Football
15027,Football
15029,Football
15034,Football
15035,Football
15038,Football
15041,Football
15052,Business
15054,Business
15055,Film
15056,Football
15072,Football
15089,Football
15090,Football
15092,Business
15098,Football
15117,Politics
15119,Football
15125,Technology
15126,Film
15129,Film
15139,Film
15143,Business
15154,Business
15170,Business
15174,Technology
15178,Business
15179,Business
15183,Business
15184,Business
15186,Business
15200,Film
15201,Football
15221,Football
15224,Football
15225,Football
15228,Football
15234,Film
15236,Football
15239,Football
15249,Football
15251,Business
15256,Football
15260,Technology
15264,Business
15267,Business
15269,Football
15272,Football
15273,Technology
15276,Football
15278,Technology
15284,Football
15290,Business
15298,Football
15299,Technology
15302,Football
15304,Football
15305,Football
15315,Business
15321,Business
15322,Business
15325,Business
15332,Football
15333,Football
